sector,subsector,2024_asset-definition,Data available through,source_id,source_name,source_type,iso3_country,sector,subsector,start_time,end_time,lat,lon,geometry_ref,gas,emissions_quantity,temporal_granularity,activity,activity_units,emissions_factor,capacity,capacity_units,capacity_factor,capacity_factor_units,other1,other1_def,other2,other2_def,other3,other3_def,other4,other4_def,other5,other5_def,other6,other6_def,other7,other7_def,other8,other8_def,other9,other9_def,other10,other10_def,created_date,modified_date
mineral-extraction,iron-mining,iron-mine,Website downloads,internal_identifier,Mine Name,mine type ,iso3_country_code,mineral-extraction,iron-mining,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Iron ore extracted,t of iron ore,t of [gas]  per t of iron ore,Metal resource contained in the mine,Tonnes,Iron ore extraction rate,unitless,"Mine type (open pit, underground or both)",N/A,Mine status,"Suspended', 'Closed', or 'Operating'",Other minerals mined at this asset,Mineral type,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
mineral-extraction,rock-quarrying,rock-quarrying-gadm-0-1-2,Website downloads,internal_identifier,N/A,,iso3_country_code,mineral-extraction,rock-quarrying,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Rock extracted,t of rock,t of [gas]  per t of rock,Rock contained in quarry,Tonnes,Rock extraction rate,unitless,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
mineral-extraction,sand-quarrying,sand-quarrying-gadm-0-1-2,Website downloads,internal_identifier,N/A,,iso3_country_code,mineral-extraction,sand-quarrying,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Sand extracted,t of sand,t of [gas]  per t of sand,Sand contained in quarry,Tonnes,Sand extraction rate,unitless,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
power,electricity-generation,power-plant,Website downloads,internal_identifier,Power Plant Name,Fuel type,iso3_country_code,power,electricity-generation,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Electricity generated,MWh,t of [gas]  per MWh,PP_max_capacity-MW,MW,utilization ,MWh per MW,Uncertainty methodology,N/A,Biomass capacity,MW,Biomass generation,MWh,Biomass emissions,t of CO2,capacity_factor,MW per MW,,,grid_marginal_operating_emissions_intensity,t CO2 per MWH,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
power,other-energy-use,other-energy-use-gadm-0-1-2,Website downloads,internal_identifier,N/A,,iso3_country_code,power,other-energy-use,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Fuel used,J,t of [gas]  per J,Fuel used,Joules,1,unitless,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
power,heat-plants,heat-plants-0-1-2,Website downloads,internal_identifier,N/A,,iso3_country_code,power,heat-plants,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
transportation,domestic-aviation,domestic-airport,Website downloads,internal_identifier,Airport Name,,iso3_country_code,transportation,domestic-aviation,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Total fuel consumed,t of fuel,t of CO2 per t of fuel,Number of flights,flights,Fuel burnt per flight,t of fuel per flight,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
transportation,domestic-shipping,domestic-port,Website downloads,internal_identifier,Port Name,,iso3_country_code,transportation,domestic-shipping,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Total nautical miles recorded for the trips to or from this port,Nautical miles (nmi),t of CO2 per Nautical Miles (nmi),Total number of voyages and stays recorded for the port,voyages and stays,Ratio of (Total nautical miles recorded for the trips that happened on port / Total number of voyages and stays recorded for the port),Nautical miles (nmi) per voyages and stays,economic_zone,N/A,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
transportation,domestic-shipping-ship,ship,On request,internal_identifier,Vessel Name,,iso3_country_code,transportation,domestic-shipping-ship,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Distance traveled,Nautical miles (nmi),t of CO2 per Nautical Miles (nmi),Gross tonnage of the vessel,Tonnes,Ratio of traveled distance and vessel gross weight,Nautical miles (nmi) per Tonnes,time_granularity,days,departure_port_name,N/A,arrival_port_name,N/A,departure_country_iso3_code,N/A,arrival_country_iso3_code,N/A,departure_port_id,N/A,arrival_port_id,N/A,trip(true)_stay(false),N/A,reporting the CO2 emissions factor from RF model in kilogram per nautical mile,kg [gas] / NM,ship dead weight,Tonnes,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
transportation,international-aviation,international-airport,Website downloads,internal_identifier,Airport Name,,iso3_country_code,transportation,international-aviation,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Total fuel consumed,t of fuel,t of CO2 per t of fuel,Number of flights,flights,Fuel burnt per flight,t of fuel per flight,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
transportation,international-shipping,international-port,Website downloads,internal_identifier,,,iso3_country_code,transportation,international-shipping,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Total nautical miles recorded for the trips to or from this port,Nautical miles (nmi),t of CO2 per Nautical Miles (nmi),Total number of voyages and stays recorded for the port,voyages and stays,Ratio of (Total nautical miles recorded for the trips that happened on port / Total number of voyages and stays recorded for the port),Nautical miles (nmi) per voyages and stays,economic_zone,N/A,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
transportation,international-shipping-ship,ship,On request,internal_identifier,,,iso3_country_code,transportation,international-shipping-ship,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Distance traveled,Nautical miles (nmi),t of CO2 per Nautical Miles (nmi),Gross tonnage of the vessel,Tonnes,Ratio of traveled distance and vessel gross weight,Nautical miles (nmi) per Tonnes,time_granularity,days,departure_port_name,N/A,arrival_port_name,N/A,departure_country_iso3_code,N/A,arrival_country_iso3_code,N/A,departure_port_id,N/A,arrival_port_id,N/A,trip(true)_stay(false),N/A,reporting the CO2 emissions factor from RF model in kilogram per nautical mile,kg [gas] / NM,ship dead weight,Tonnes,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
transportation,other-transport,other-transport-gadm-0-1-2,Website downloads,internal_identifier,,,iso3_country_code,transportation,other-transport,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Fuel used,Joules,t of CO2 per J,Fuel used,Joules,1,unitless,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
transportation,railways,railways-gadm-0-1-2,Website downloads,internal_identifier,,,iso3_country_code,transportation,railways,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Fuel used,Joules,t of CO2 per J,Fuel used,Joules,1,unitless,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
transportation,road-transportation,roads-gadm-0-1-2,Website downloads,internal_identifier,GADM or GHS-FUA,,iso3_country_code,transportation,road-transportation,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Total Vehicle km traveled,Vehicle*km ,t of CO2 per (Vehicle * km),Total road length,km,Average road utilization,vehicles in a month,Id: level 1 GADM,N/A	,Id: level 2 GADM,N/A	,Aggregation_type,N/A,PM2.5 from Brakewear,tonnes,PM2.5 from Tirewear,tonnes,PM2.5 from Other,tonnes,total non-GHG HC,tonnes,FUA_Area,square_km,FUA_population_2015,N/A,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
transportation,road-transportation-road-segment,road-segment,On request,internal_identifier,,,iso3_country_code,transportation,road-transportation-road-segment,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Vehicle km traveled (VKT),Vehicle*km,t of CO2 per (Vehicle * km),Segment length,km,Road segment utilization ,vehicles in a month,Id: level 1 GADM,N/A	,Id: level 2 GADM,N/A	,Aggregation_type,N/A,PM2.5 from Brakewear,tonnes,PM2.5 from Tirewear,tonnes,PM2.5 from Other,tonnes,total non-GHG HC,tonnes,,,,,Road segment category,"Highway, arterial, or local",Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
waste,biological-treatment-of-solid-waste-and-biogenic,biological-treatment-of-solid-waste-and-biogenic-gadm-0-1-2,Website downloads,internal_identifier,,,iso3_country_code,waste,biological-treatment-of-solid-waste-and-biogenic,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Solid waste treated,t of waste,t of CO2 per t of waste,Total population served,population served or population equivalent,Waste produced per capita,t of waste per person,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
